id,weight,year,country_code,country_name,country_year,life_evaluation,life_satisfaction,positive_affect,absence_negative_affect,gender,age,age_squared,relationship_status,food,housing,health,water,air,healthcare,security,security_obj,social_support,respect,education,interesting_activity,recreation,occupation,freedom,personal_income,relative_income,country_average_food,country_average_housing,country_average_health,country_average_water,country_average_air,country_average_healthcare,country_average_security,country_average_security_obj,country_average_social_support,country_average_respect,country_average_education,country_average_interesting_activity,country_average_recreation,country_average_occupation,country_average_freedom,gdp,growth,social_protection,welfare_state,government_effectiveness,democracy,importance_rich,religious,altruistic_behaviour,rating_economic_conditions,confidence_institutions,expected_economic_conditions,satisfaction_standard_living,gini
12197,0.9207195429880372,2016,RUS,Russian Federation,Russian Federation_2016,8,NA,0.6393767004558533,0.9918864740794245,male,51,3210,partnered,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,9.757397797713821,92.68673348880004,77.40561395781133,73.9327621232148,70.08903722784817,65.94600823031085,62.21668655236472,33.37623361367024,56.43059594525703,91.69956963917771,84.09307084706758,89.9627022697504,77.16969993334371,47.350675249698405,67.08563769657898,92.76796565634548,68.64331425926707,9.881452775044282,-1.4528405103944602,86.92520881474928,NA,-0.17610621122524317,-1.2274966011634467,3.7782809899348084,yes (formally),0.2062978793834024,NA,0.9994873909638213,0,0,34.188826642040546
10448,1.1968247911762537,2014,ETH,Ethiopia,Ethiopia_2016,4,NA,0.17221305248309945,0.2916282873860351,male,66,2371,separated,1,1,1,0,1,0,1,1,0,1,1,0,0,1,0,5.486868117724378,59.23663661376098,47.43866367074077,54.37616216897891,68.2746776505524,51.57626410684883,93.43055958881955,45.81965607142291,65.60357799076432,88.0363033669128,67.83099344048476,76.64518482959394,19.416186099157063,44.014848155723996,63.74646553174176,92.03340893517861,73.75754925456818,7.597993432263027,8.412634546033082,10.555341109887312,NA,-0.4833259011500664,-1.398537840331477,3.796915142589042,yes (practising),0.12968463191556376,NA,0.9134103198804998,0,0,NA
10767,1.7959959863585262,2020,MAR,Morocco,Morocco_2022,5,NA,0.0634897927364114,0.0037835703861505855,female,48,2139,partnered,0,1,1,1,1,0,1,1,1,NA,1,1,0,1,1,5.9747811630035095,4.452781506809035,44.96312748350883,63.91829236974553,72.08528244261689,50.759912974471845,76.06679018351142,25.71997304963214,63.63158911372157,85.55300388987648,55.804148793513804,89.36331033899022,30.20067353885088,49.194625211237415,66.36582893617167,86.0343678939845,67.76813342566236,8.888753677404763,1.7762705482811643,NA,NA,-0.3201557710612245,-0.6355644452947536,3.710685998350734,NA,0.2826859936641746,1,0.046571919364280075,0,1,NA
12605,3.308300405572125,2011,CAN,Canada,Canada_2012,4,NA,NA,NA,male,35,784,partnered,NA,NA,NA,1,0,1,1,1,NA,NA,1,NA,NA,1,NA,9.66546341342103,16.607987792212963,89.64871511230423,86.0625023874081,83.49958333166465,84.16436991550735,87.26154650117897,74.9790150089178,73.53126283639361,83.28889212088404,92.5978366630877,78.37684976197232,83.8542376379339,58.50411253844855,69.09755075696636,93.41443669394486,84.8257242324272,10.427072833989815,4.0595658535817165,95.31670928256926,28.14201920409806,1.2042179243050126,0.5738619868969527,2.531863738945273,no,0.38194821747959806,NA,NA,0,1,33.31322728826313
12228,1.607750943413285,2018,HKG,"Hong Kong SAR, China","Hong Kong SAR, China_2019",4,NA,0.945060124314949,0.9412046112475021,female,41,1868,separated,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,9.784134583005464,57.64366058971971,79.17812732636627,83.9840100606973,78.88209304944434,70.78527991785535,38.796803078117925,52.60918946174277,64.49526977328516,93.95288459642846,74.46745977503012,84.70698787881518,87.88770133994817,41.1046715160422,72.4545506865206,93.34976460885412,69.56630322979218,11.018442658497126,0.12509658692384873,58.691149110898124,NA,1.3049616630328078,-0.042421132663341576,2.786869590160964,no,0.34823250843164055,1,0.7756490617115894,0,0,NA
12940,1.4849875411777744,2012,TKM,Turkmenistan,Turkmenistan_2012,1,NA,0.5127634685429023,0.2715219600124047,female,27,1694,partnered,0,1,0,1,1,NA,0,0,1,1,0,1,1,1,0,7.007225768176893,61.19886335280741,76.4185905831465,71.59409152248408,74.74579603203324,63.95476403667718,81.60877773633052,NA,53.17296123673512,89.4346308504833,86.83128836799355,76.6321584807957,77.45255018378676,31.81821333019024,72.19240332883209,88.73261648474192,77.0260407822463,9.26948637356953,8.556739383632193,41.647497168431066,NA,-1.1310583491034225,-1.9512674266434804,NA,yes (practising),0.5046595268461358,NA,0.9842609795687925,0,1,NA
11618,0.4799900754843313,2017,KOR,"Korea, Rep.","Korea, Rep._2020",5,NA,0.9943791646453123,0.7252775430365439,male,64,3518,partnered,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,10.331248619774916,69.52349668137855,80.10044842676197,69.05039855162646,76.19278249588108,82.8356162625363,60.31761858910817,64.81586802775159,73.95368082343602,91.71624823935005,77.85053865683878,71.06302827683035,71.40679135898598,36.252657110041824,69.16688964526946,88.20985871401665,58.053433165599316,10.747755144479312,0.280172207039736,47.462954518819146,NA,1.2222633898789463,0.5723735231459629,2.8741657308619275,yes (formally),0.0464425635012724,3,0.46635819669103334,0,0,NA
13166,0.6402575630511212,2009,PSE,West Bank and Gaza,West Bank and Gaza_2009,4,NA,0.5370803271331768,0.5533472502529754,female,39,1754,single,1,1,NA,1,1,0,1,1,1,1,1,1,1,NA,1,6.043882951329803,27.647813622415853,52.04357570860045,85.85833789007322,73.00958403137301,47.425695756370935,56.07390808969213,50.821938329912264,48.1798852157558,86.48620214412202,48.914974028154774,78.29872390603856,77.35658393131376,51.35712169377861,47.931068462688195,88.46393812295054,48.508687981353134,8.463884055055729,3.8451833971506466,29.907786777241885,NA,NA,NA,3.422883908600614,yes (practising),0.34193105174970784,NA,0.9430511696499608,NA,0,37.27649829088164
11376,0.4679791089874725,2015,ARE,United Arab Emirates,United Arab Emirates_2016,7,NA,0.984264332282292,0.935390573821045,male,40,1500,partnered,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,9.908361232548314,49.37377126232784,72.0326373556056,76.16274351836289,81.17519978123711,77.5073821929043,86.42851877238036,87.15861631609056,85.79621502843672,84.2993343647236,77.89777002829005,93.78799129260985,83.56248956939514,67.84960426856746,76.43092415468166,95.6313618435913,94.34909288578065,10.789735165569647,-2.830885732327503,13.143214090984817,NA,0.685196933226118,-1.0901778583057862,NA,NA,0.49690804666569943,NA,0.7585953854305312,0,1,NA
14825,1.413782172443628,2020,GHA,Ghana,Ghana_2022,5,NA,0.04193376106859907,0.24375006533817253,female,45,1971,partnered,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,4.456048328482364,16.93715918048443,36.59712733823751,48.78845909072737,78.42671742122052,73.32549004105324,84.43947089931653,61.7633087849467,45.37217173626566,75.04682143040988,62.71787638421169,83.47344960285822,56.392167553168974,79.88215216948511,69.17419693669748,86.66467433402019,77.58688507504964,8.799206885102738,1.147117405426219,18.696237634372178,NA,-0.09789576872012853,0.6839909072091384,3.7964704649825,yes (practising),0.7255827598378177,1,0.4748343435270273,0,0,NA
13704,1.0685449219739391,2013,UGA,Uganda,Uganda_2013,4,NA,0.8899795573081166,0.0494907466756284,female,30,2559,partnered,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,6.357503246001349,26.85798782675939,49.28573469244384,60.47057525935906,63.59484122753484,62.535710152615444,58.5067855834225,42.697981833882075,31.369352774926686,53.29155000294644,77.3272554267561,80.85967790006495,48.553815675575585,54.93575205018288,71.52500374690817,93.5758538865568,72.56700491396379,8.49865795825491,3.706688061088681,4.165215410309766,NA,-0.57685711997456,-0.5244582429611465,NA,yes (practising),0.35903074361379816,NA,0.42037808227609985,0,1,NA
12146,0.605632530390137,2010,SVN,Slovenia,Slovenia_2010,0,NA,0.9662190983491182,0.7523414307094187,male,70,4962,separated,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,8.754283241564822,9.613103810821112,89.6141791023493,91.93243231966783,76.6667948162388,77.1670750429571,76.67954663205246,78.65804312002314,80.82651621921809,71.03904822003453,91.2987093417374,80.05004905717234,64.11385615927861,48.579620378267784,63.77842690758277,95.46567483115297,88.98335466431313,10.446531489629875,-1.1443824548161023,90.97009471191772,NA,0.8304015181618584,0.9093223388301841,2.5918072921347886,yes (practising),0.3820180475122917,NA,0.29624756490550336,0,0,27.463764003704156
12478,1.59797760155597,2018,CIV,Cote d'Ivoire,Cote d'Ivoire_2017,3,NA,0.587614704193658,0.2441075360466341,male,36,1408,single,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,6.750995699321195,18.971550791809907,52.18677117756363,54.22533371059185,61.681442676169816,54.3300789388939,70.63678077226744,38.60891991973752,34.35624316028551,74.17690123592565,74.30217154109882,84.69861176765613,26.723105108372312,60.93087843470345,63.66032821397592,94.75844631042061,72.56554945097834,8.588620040417137,5.267680087484934,NA,NA,-0.7259756539496984,-0.30274954848618396,NA,yes (practising),0.6676713950930363,2,0.9825538442584854,0,0,NA
12620,1.0218630418026957,2013,PAK,Pakistan,Pakistan_2012,6,NA,0.9353471287943396,0.30820337746846177,male,50,2123,partnered,0,0,NA,NA,NA,NA,1,NA,NA,1,0,0,1,1,NA,6.542430772588109,85.50028902284876,64.4580130090595,77.52157810643986,63.188905193326946,60.85994435245883,81.38554342603481,39.29913590272122,42.28994856640588,86.6514357551712,49.559890727893276,92.15198806259203,26.976645726557667,28.631063385856038,69.54633488178982,90.0517655895056,37.45164782010842,8.22698738908555,1.5287134715657995,13.671491346787802,NA,-0.9565800147342118,-0.8924644926484495,3.7680170837238727,NA,NA,NA,NA,0,1,NA
12680,1.0615319717511031,2017,NZL,New Zealand,New Zealand_2017,7,NA,0.9759841338187847,0.9305012779905193,male,56,4855,partnered,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,12.966220397973292,90.48468611372913,83.84883952899027,75.21775803822126,68.1556435712516,80.50092731286753,88.96674072453038,83.49783637424571,49.437653408330405,84.41466469055025,92.49648458599042,93.67183779960187,87.88788220644663,61.282576472935695,60.946132545361635,94.39246973859089,92.44332963826031,10.554871401264053,2.0987070995120396,75.72627577841756,20.954426529623344,1.4128650762047803,1.5421258655733623,2.7198279168177044,yes (formally),0.9329179999343545,3,0.9587447406242525,0,1,NA
13015,0.8918453338011006,2021,GRC,Greece,Greece_2021,5,NA,0.9339892464976114,0.4903897828844059,male,27,4263,single,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,8.964831102743712,89.80567765892013,71.67405605769488,79.96947607840545,86.36008696992437,70.71049668086185,68.36998138604193,42.538605930554965,60.97850567825552,81.10929918221609,75.71884597822549,89.7128363000356,90.83954190688635,51.40669017534197,56.83717881652582,89.10139582872112,58.342073585716655,9.33879991861806,-3.565930437402396,65.0024536209559,NA,0.24642444927813748,0.7996241550075015,NA,no,0.6142221349928677,1,0.41335720819097044,0,1,33.405213594479825
12988,0.5547395146965837,2019,KEN,Kenya,Kenya_2020,5,NA,0.791570084309619,0.21975342970481937,female,21,1329,single,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,7.247877836545119,59.25741497933498,28.75567158651511,42.41888555213252,83.5619014939933,58.12215950617287,66.2642132873239,53.60070032684741,45.71225397972156,73.69580968959154,72.41393990234815,72.4107374320479,56.16599430433757,64.23112883748897,60.53570527980284,87.74698245480432,68.6989205554441,8.511555448525607,4.202170224727398,17.865774882600665,NA,-0.4143848951944934,-0.21044014726585902,NA,yes (practising),0.9732742522063645,1,0.7454742197122878,0,1,40.788534216557245
13009,0.7444742720482296,2012,IND,India,India_2012,4,NA,0.956061402749244,0.7599086675145739,male,38,1158,single,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,7.676411483456011,88.58055612144653,86.19898396351962,92.05319973929403,73.99235941733144,61.72781376998995,81.29150451427253,40.6980439602107,63.3133150000394,80.83427153827732,47.722331923922006,75.66967373418574,20.50504293499454,36.32985246933016,62.17504907315935,95.62940298248435,61.103983250345244,8.957873352211793,3.5753915340586606,23.954436109825192,NA,-0.17934949025280011,0.24628159847637138,3.0580576049465455,yes (practising),0.30319993665041134,NA,0.9709821910939433,0,1,NA
14279,1.7093806506996845,2016,ISL,Iceland,Iceland_2016,7,NA,0.9702040114647076,0.9657756918176819,male,74,5199,partnered,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,9.545236050865656,33.260691259127455,82.40817820464865,85.20436051186378,75.8510979366575,98.36429421706801,91.30785943723708,51.026609510815504,76.78723856130411,90.72502173412822,95.28378434967817,91.82607909937464,58.210060673343435,47.511597400546535,49.6272259898929,98.21579867061462,88.5689328657173,10.697316423913954,1.6963371585156821,73.0048328669427,NA,-0.32905005470165594,1.2140486610175052,NA,yes (practising),0.35716565909983,NA,0.7647882528975974,0,1,35.49407781968404
10215,0.4166898402424684,2012,EGY,"Egypt, Arab Rep.","Egypt, Arab Rep._2012",5,NA,0.07384728608291181,0.2541217925825188,male,38,1298,single,1,1,NA,NA,NA,NA,1,NA,1,1,1,0,0,0,NA,9.130719646768071,87.60874628464518,39.423378075116645,73.42972100624331,83.41153555373694,60.671382662858406,73.74070841661766,55.02369444303558,64.22537673619738,85.64102638069073,72.3258941263504,89.43576065964012,54.118453015365084,30.31778287817933,50.471252521761485,96.24729702364654,47.85938534720811,9.419785240181271,2.9847376496110316,38.32838915245531,NA,-0.3991069760882036,-0.9077819538301647,3.3183083398602395,NA,0.042712249874393066,NA,0.09204396606070263,0,1,30.90184406493298
12115,2.078606804385911,2013,MMR,Myanmar,Myanmar_2013,4,NA,0.5635776007234276,0.9449374323348452,female,34,1299,single,1,1,0,0,1,0,1,1,1,0,0,1,1,1,NA,9.419139578792098,16.033436456653405,59.84551448279707,53.265751734299805,73.87061017765082,87.68488090215521,80.3338899173649,66.50235387435802,70.73016692614142,91.40465130208877,74.6589862080428,78.49882415225218,38.94570185587301,42.06603749076955,65.31585669553463,91.09714542071984,78.11610186907083,8.173640152407772,5.425839774762882,7.718225965042539,NA,-1.4949927401034104,-1.5215806374617378,NA,yes (practising),0.3198701194323272,NA,0.8398647237202934,NA,1,NA
10907,0.9679126955765458,2016,ROU,Romania,Romania_2016,3,NA,0.22411409013037878,0.7039699704264517,male,57,4077,partnered,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,7.748357243119068,41.400246708816276,71.8147652006206,92.45336421535075,69.00604459428492,69.99309467602505,73.78480228099329,56.538563338635804,61.28283103588159,86.16936200720865,78.92593506037946,84.1356800932573,62.07438331264525,42.94495917581758,63.3244443786314,93.30931147295301,81.02365500313496,10.100807649687509,2.5106772373747344,89.54847247730527,NA,NA,NA,2.9834964090060265,yes (practising),0.15707466426888886,NA,0.49532241554594114,0,0,33.991459804665524
8697,2.224514313832704,2017,GHA,Ghana,Ghana_2017,6,NA,0.8652941129874028,0.4378307126945113,male,20,1168,single,NA,NA,1,0,1,0,0,0,1,1,0,1,0,1,1,7.17322666425568,33.88058401236803,43.047715909992476,49.55034243431835,63.17851957919633,67.04167579499043,74.27816541985376,52.898535603206454,45.70603880283539,53.52344640992169,53.058824735726965,82.74673024657318,55.566287220557484,62.787468381019316,68.87327358404264,85.74507709144747,77.25487519711281,8.401177123150962,1.2540893380269431,23.635375174432237,NA,-0.17896200985031174,0.7057641582492544,4.412075310346607,yes (practising),0.029017459273507146,1,0.8495396899375657,0,1,NA
12643,2.9546957678038357,2017,DOM,Dominican Republic,Dominican Republic_2017,9,NA,0.613060628412841,0.4282743524935081,male,67,5547,partnered,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,5.104097723874597,27.021156960448828,47.81442592081306,52.329738072652496,77.30441342706371,66.13198407120085,69.15484676638184,48.31252842554666,34.059915016122225,70.09451765773865,84.94078651582386,93.95286201326459,43.92317202207443,60.12242730769999,64.54112174422791,87.87990944161972,84.42255846221656,9.73350284720789,3.7492037234546753,47.4579645844735,NA,0.15340342588277034,-0.28223823035065654,NA,yes (practising),0.09803802402995353,2,0.9615332802562958,0,1,44.02946042754871
12673,0.6787618660244156,2011,IRQ,Iraq,Iraq_2011,7,NA,0.07115387020301628,0.9356502768385535,male,53,4180,partnered,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,6.898802372118212,19.821344779028326,65.7668502373356,65.55274215277379,70.19287106194942,33.90565444440163,51.51856833798965,31.252639856096955,39.47762788968717,85.2800803442554,75.87072246284708,77.19007694173185,44.65103177045379,36.30805958117025,50.54806570989593,88.62484985109815,42.000382213210365,9.22122198139477,2.7973103496207545,49.14132154045526,NA,-1.0468532018460974,-1.0220282829321796,3.702982918839686,yes (practising),0.6970594550502697,NA,0.3746100197706591,NA,0,NA
9878,1.2271197051244638,2016,CHN,China,China_2017,7,NA,0.8316010733718533,0.8222394537369195,male,26,485,single,1,1,1,1,1,1,1,0,NA,1,0,1,1,1,0,7.145697233954124,76.68156759618374,74.66432882080777,80.31577221239726,83.70539342420821,58.50050715599581,63.28511809414783,61.25977869951554,73.61766446006914,71.47285442874423,76.64410629665386,88.00560493584528,50.91334496629739,33.9430014112952,76.76605544546058,90.81192148360732,89.55963912829321,9.248430688672476,5.052944827805658,68.19760468281011,NA,0.5211434436324127,-1.4501032787657886,3.436557696080905,NA,0.10543843008656298,2,NA,0,1,36.55297698144462
13438,1.7722248140881722,2021,IDN,Indonesia,Indonesia_2021,6,NA,0.9957751601637156,0.734193280058169,female,35,5433,partnered,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,6.758078489401195,30.448426812858955,56.36986323519881,49.89658393741185,82.33264483960367,87.49724663288896,86.12712509984597,79.56130762808723,62.12011853682675,89.84044022449571,79.74464385547478,93.84640965733858,53.13884948485538,59.754730634439284,76.76268331805088,83.8664218831827,85.38985439349531,9.650420124989164,3.247268100091138,47.440285414171285,NA,0.14728136034456155,0.32863751674880537,3.0999723380591746,yes (practising),0.13000153145893295,2,0.8387526546604988,0,1,35.83851817968463
12140,1.617760822648658,2011,SVN,Slovenia,Slovenia_2011,2,NA,0.5312014471507258,0.6813767130819937,male,46,3440,single,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,11.604514927661556,37.26295460090694,82.20833501552013,88.87559440622324,75.72984572596695,88.62335787473707,77.13260033423735,68.51944505957812,72.74676120598437,72.47475491291374,89.07802362372553,84.65928971612531,80.30861884948665,54.48949901431276,65.90957660104318,94.63842207429254,89.1675156053381,10.599874995965354,-4.275014786290303,97.05835253090474,NA,0.2540863552090352,0.9861555027132096,2.4108990282301748,yes (practising),0.35946940696733576,NA,0.4721055754179427,0,0,37.469345963795305
12527,2.2890264057654663,2020,RUS,Russian Federation,Russian Federation_2021,6,NA,0.939469426035893,0.9952479408772348,male,29,580,single,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,8.554861690856972,71.34531637531836,66.71233647049512,76.32258108234065,68.47314595282955,66.06743067688222,68.96191859065985,43.06028003110092,60.30181580907585,82.17017848802607,87.9535834802198,89.7746904561928,87.36027248676942,52.416305615866804,54.37593514008547,88.09193230862881,65.85920138640337,10.389302320129,2.528037500570009,84.67177265932052,NA,-0.37556638423484684,-1.202704070574694,3.215401338215327,yes (formally),0.36104552847154536,2,0.6651024359107116,0,1,NA
14013,1.3722722579200044,2015,BLR,Belarus,Belarus_2014,6,NA,0.04315095964117449,0.03920378851882977,male,33,1344,separated,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,7.661017804809327,7.126217286399473,75.32165327189772,77.18484437846739,70.74053534893763,66.9078106573968,72.62279852950795,39.65310534879416,63.184471559261645,88.85933789467586,77.53705427961987,79.62908119834589,85.44426549735752,51.17427959425924,65.3173535139754,96.86381596330367,68.63008646839829,9.219735641366704,0.7103441242700907,42.4059396824332,NA,-0.6203923599773085,-1.3873237325036663,3.24141439160303,yes (practising),0.716199693342241,NA,0.06510394985936009,0,1,27.148323895314956
14001,0.6609744897668219,2012,SGP,Singapore,Singapore_2011,5,NA,0.5203055551893248,0.7524949717679671,female,54,3891,partnered,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,10.485725298293014,85.61541339894372,95.03406345819654,97.43549791388472,85.43690291579172,91.75318251185462,71.23463258316168,72.85454779814562,46.317329739743556,91.78967850859499,89.584211406133,48.14988773958019,63.290180891895744,27.562708479673077,59.69455125245614,94.24977484652516,82.93079587442237,10.615597205238405,5.627356563626158,99.39709169873393,NA,1.9273698800025758,0.14137942812425486,3.4349028980416283,yes (practising),0.008337326209422116,NA,0.737957208946429,0,1,NA
11854,0.708438101098425,2018,MDG,Madagascar,Madagascar_2016,5,NA,0.9052234193526989,0.9806450748681506,female,38,3685,partnered,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,5.549545764452443,4.607976019002151,44.04344611528964,64.57700309987524,81.0694767269689,55.63611860940301,77.34009288593539,44.85519289588365,58.06006616085019,67.49493481737083,64.46607741820972,88.18260767228557,45.61438050294592,44.326029203675,66.96436176160564,97.34780776845632,55.89101699658336,7.7026311170968,0.21085147089752576,NA,NA,-0.9384025821985329,-0.7446601848076875,NA,yes (practising),0.0426027862682157,NA,0.7979730448079478,0,0,NA
13692,1.3718203700218616,2014,JOR,Jordan,Jordan_2015,9,NA,0.966825722933304,0.7885572621987252,female,69,2871,partnered,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,10.384603649019176,42.39381788982932,56.362049407618926,76.59639364412789,77.7638681762621,62.91435256266732,69.80189862146473,71.72575077125798,75.23273249669441,78.44451071789625,78.41338557929419,91.59990605038851,68.41577757812284,49.779796252017825,36.287742394622555,89.74182935494883,76.27997146727986,9.459414525570326,-9.086357519416385,47.98762009165992,NA,0.3297786065595267,-0.6214115544336498,3.885324716705336,NA,0.6382201561096464,NA,NA,0,1,NA
13603,2.613821820969001,2014,CHE,Switzerland,Switzerland_2015,7,NA,0.7472151993938503,0.911043884442541,female,49,3014,separated,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,6.137409926087031,12.498689175222696,94.36194320706609,81.83181599073001,69.07639460113806,89.38066992068882,89.52584537042982,90.71631264087246,66.75076427092172,82.2236131259862,88.89216837301335,91.68284629445881,74.14105837733501,71.5722739372987,63.852513349624616,91.2684120579113,85.32111398221831,11.01703394764745,-2.739699054643595,94.57300510255926,36.228198501115266,1.373474918676851,0.9241973424404576,2.1704642309903868,yes (formally),0.04239868403162376,NA,0.5063319682733929,0,0,44.459259003014914
12363,1.318086997520017,2018,TWN,NA,NA_2018,7,NA,0.9837349122472627,0.9822125107133685,male,19,1541,single,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,9.743149140716396,49.55639732155106,87.97315103694008,89.56491239973765,89.45623010996566,71.14677369111708,50.82691926518741,86.28541861706152,67.88576572111128,93.04554498177676,80.15143872366724,89.48232379493896,69.11247845354478,52.253928856922556,76.7135392089626,97.91444019218575,67.8910128711354,NA,NA,74.75598959231095,NA,0.9355158636101912,0.7637139982236686,NA,no,0.1742573329949919,2,0.7070669368899271,0,1,NA
11509,1.5675351083469322,2013,GHA,Ghana,Ghana_2014,3,NA,0.9764206985137962,0.9636751397326496,female,31,1722,single,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,7.954424637521401,42.25164528461282,54.671039894285684,58.0111576008867,73.17123772713957,51.806125139035416,62.09664331492104,43.04182751421139,45.010965792006196,69.57721718281657,59.41654437028424,67.8670607436668,54.654423763275844,63.24542502657888,66.53645102718977,85.31833062567156,68.10201717668227,8.092722231282627,4.121726781572311,27.501756938421924,NA,-0.07939125841897121,0.2705238520087873,4.3810673230431005,yes (practising),0.2966401335833945,NA,0.9852432046530151,0,1,NA
11977,2.3197494853875815,2014,PHL,Philippines,Philippines_2014,4,NA,0.9793034117595616,0.4591039948741664,female,26,6069,single,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,6.659353293222189,48.208336285884656,36.71785942235133,55.312956148061616,68.23135856442036,72.98727226053893,80.93051229838201,52.991922568292615,53.34657966879314,84.50812989739343,71.73430236127042,89.8227078595256,69.58432115548888,72.75818800465179,63.87262896566012,93.17907888501753,75.72646718066459,8.962483906286804,2.399231021546636,60.229857502745034,NA,-0.10098494563699145,0.028850781286445637,3.2677990043561196,yes (practising),0.30295930595256093,NA,0.449039327988651,0,1,NA
7077,1.1246247077437714,2016,SVN,Slovenia,Slovenia_2016,NA,NA,0.8895222393338704,0.7196501827429265,female,71,7792,widowed,1,1,0,NA,0,1,0,1,1,1,1,NA,NA,1,1,7.59250552538597,43.62767097583769,85.72743712309969,91.55943871479761,77.79067059098038,89.2100206768684,70.77358043825922,81.12944574253369,70.06668569614858,84.1467710799812,93.0850481911083,92.79547259909204,59.79473077862987,51.85105923704373,72.85781197078799,92.06583879699077,82.42105881589296,10.46555147166604,3.683950308542558,79.0479395596125,NA,0.6110781782818513,0.9335594966370313,3.18275319600473,NA,0.7145419260990736,NA,0.07163482617433255,0,1,26.438901956235192
11733,1.9547559594597024,2016,SVK,Slovak Republic,Slovak Republic_2016,6,NA,0.5253098278231318,0.7834741723332082,female,49,1617,partnered,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,9.028332293610596,16.56702694132382,78.77280338549957,91.9601866520247,72.55096472579518,81.79005181472192,68.63106686459471,57.996269203057246,70.55266088294105,88.8229084307856,92.72304150243988,84.1424427826685,84.03700434245101,46.185951783447656,60.402605543262126,94.99217572643157,73.4275993702651,10.237164124455806,4.441082610990214,90.51936725830603,NA,0.2376670138547714,0.3843327152251914,NA,yes (practising),0.5796825745767867,NA,0.9096947493548179,0,1,26.840915673162424
11625,1.0814481346951168,2009,CHL,Chile,Chile_2009,4,NA,0.9879019398245621,0.39255536873178076,female,57,3726,partnered,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,8.01355123690537,31.691734333694498,66.9641680549424,87.87886162472913,74.98651167744018,80.0648898897364,53.88058518709997,40.45251351475975,44.681554071703744,75.56439059475905,80.43597873958201,85.43074689113664,59.25001039248201,59.97281570370898,66.30476299445645,93.36405281257272,74.71592285446528,8.94689554196484,3.1813217886309246,66.59150360501798,NA,1.07385079257587,0.7436979857551038,2.8153831703190746,no,0.2610922244616624,NA,0.298732874025182,0,1,40.435828853608285
12397,0.25486131158502684,2012,THA,Thailand,Thailand_2012,4,NA,0.919260582034716,0.42114368508687794,female,58,4249,single,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,10.90119381742,85.86491052188053,86.91960104186073,73.18556708949629,83.67116444969834,79.97395945809406,68.51926370195172,87.3232767266398,63.048608615375805,79.37831086344781,86.84317439297625,76.95746250421438,28.681315415708518,56.551165458342446,78.93249793091168,88.97179725158757,81.70216932773313,9.563894679230977,3.6846065286769423,64.36535292780405,NA,-0.33635255143084797,0.09059406510081253,3.2904946304045115,yes (practising),0.6817474043454718,NA,0.8926767873081094,0,1,37.087941640168815
11825,2.0896601250110054,2015,LUX,Luxembourg,Luxembourg_2018,6,NA,0.5086589342388077,0.4963041269719116,male,28,1330,single,1,0,1,NA,1,NA,0,0,1,0,1,0,1,1,1,9.860813914637568,62.16433415153708,83.79583485130081,90.7454134615566,78.38377667834044,81.6437479255144,78.47102051907034,83.20811601660972,84.3575906460205,86.68763039208025,86.1953585501341,93.10027009595835,91.58752952912403,67.22005309489658,67.79709139844806,94.83146380204252,79.13822921691605,11.589034994191891,2.1753513220174443,99.22307591414345,NA,0.9582415396875442,1.5050443872835788,NA,yes (formally),0.3806334582571463,3,0.9566093655793844,0,0,34.99904774505304
