"ref_area","ref_area.label","source","source.label","indicator","indicator.label","sex","sex.label","classif1","classif1.label","time","obs_value","note_classif","note_classif.label"
"NAM","Namibia","XA:6544","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",24.2,,
"NER","Niger","XA:6546","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2016",20.6,,
"NGA","Nigeria","XA:6548","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2019",11,"C15:6264","Social security coverage: Based on information from federal programmes only"
"NIC","Nicaragua","XA:6469","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",14.5,,
"NLD","Netherlands","XA:6430","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2018",97.2,,
"NLD","Netherlands","XA:6430","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2016",97.5,,
"NOR","Norway","XA:6552","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2018",98.8,,
"NOR","Norway","XA:6552","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2016",95.8,,
"NPL","Nepal","XA:6471","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",16.9,,
"NPL","Nepal","XA:6471","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2019",17,,
"NRU","Nauru","XA:6554","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2019",45.4,,
"NZL","New Zealand","XA:6411","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2018",100,,
"NZL","New Zealand","XA:6411","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2016",66.6,,
"OMN","Oman","XA:6556","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",16.3,,
"PAK","Pakistan","XA:6473","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2022",20.1,,
"PAK","Pakistan","XA:6473","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",9.2,,
"PAK","Pakistan","XA:6473","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2019",8,,
"PAN","Panama","XA:6558","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2021",61,,
"PAN","Panama","XA:6558","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",49.7,,
"PAN","Panama","XA:6558","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2017",38.2,,
"PER","Peru","XA:6432","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",29.3,,
"PER","Peru","XA:6432","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2017",25.5,,
"PHL","Philippines","XA:6560","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",36.7,,
"PHL","Philippines","XA:6560","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2016",47.1,,
"PLW","Palau","XA:6475","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2019",35.8,,
"PNG","Papua New Guinea","XA:6562","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",9.6,,
"POL","Poland","XA:6402","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2018",88,,
"POL","Poland","XA:6402","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2016",84.9,,
"PRI","Puerto Rico","XA:15915","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",63.2,,
"PRT","Portugal","XA:6566","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2018",92.6,,
"PRT","Portugal","XA:6566","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2016",90.2,,
"PRY","Paraguay","XA:6434","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2021",31.9,,
"PRY","Paraguay","XA:6434","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",31.4,,
"PSE","Occupied Palestinian Territory","XA:15919","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",16.6,,
"PSE","Occupied Palestinian Territory","XA:15919","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2019",16,,
"QAT","Qatar","XA:6570","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",7,,
"QAT","Qatar","XA:6570","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2018",4,,
"ROU","Romania","XA:6572","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2018",92.9,,
"ROU","Romania","XA:6572","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2016",95,,
"RUS","Russian Federation","XA:6481","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2017",90.1,,
"RUS","Russian Federation","XA:6481","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2016",90.4,,
"RWA","Rwanda","XA:6574","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2021",9.8,,
"RWA","Rwanda","XA:6574","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",8.9,,
"SAU","Saudi Arabia","XA:6436","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",77.8,,
"SDN","Sudan","XA:6483","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",9.3,,
"SEN","Senegal","XA:6578","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2019",20,,
"SGP","Singapore","XA:6396","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",100,,
"SLB","Solomon Islands","XA:6485","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2019",1.1,,
"SLE","Sierra Leone","XA:6582","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",4.4,,
"SLV","El Salvador","XA:6438","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2021",18.8,,
"SLV","El Salvador","XA:6438","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",22,,
"SLV","El Salvador","XA:6438","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2019",20.7,,
"SLV","El Salvador","XA:6438","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2017",20.4,,
"SPM","Saint Pierre and Miquelon","XA:15926","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",100,,
"SRB","Serbia","XA:6415","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2021",48,,
"SRB","Serbia","XA:6415","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",39,,
"SSD","South Sudan","XA:15911","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",16.4,,
"STP","Sao Tome and Principe","XA:6489","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2021",15.9,,
"STP","Sao Tome and Principe","XA:6489","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",11.5,,
"SUR","Suriname","XA:6590","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",33.5,,
"SVK","Slovakia","XA:6440","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2018",95.5,,
"SVK","Slovakia","XA:6440","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2016",92.1,,
"SVN","Slovenia","XA:6592","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2018",94.8,,
"SVN","Slovenia","XA:6592","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2016",100,,
"SWE","Sweden","XA:6491","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2018",100,,
"SWE","Sweden","XA:6491","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2016",100,,
"SWZ","Eswatini","XA:6594","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",32,,
"TCA","Turks and Caicos Islands","XA:15934","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",52.1,,
"TGO","Togo","XA:6442","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",23.2,,
"THA","Thailand","XA:6600","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",68,,
"TJK","Tajikistan","XA:6495","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",26.6,,
"TKM","Turkmenistan","XA:6417","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2021",44.2,,
"TLS","Timor-Leste","XA:6604","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",30.6,,
"TON","Tonga","XA:6497","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",22.2,,
"TTO","Trinidad and Tobago","XA:6606","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",55.2,,
"TUN","Tunisia","XA:6444","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",50.2,,
"TUR","Türkiye","XA:6608","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2018",77.4,,
"TWN","Taiwan, China","XA:6610","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",76.7,,
"TZA","Tanzania, United Republic of","XA:6501","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2021",14,,
"TZA","Tanzania, United Republic of","XA:6501","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",14,,
"UGA","Uganda","XA:6614","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",2.8,,
"UGA","Uganda","XA:6614","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2016",2.9,,
"UKR","Ukraine","XA:6446","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2018",73,,
"URY","Uruguay","XA:6503","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2021",100,,
"URY","Uruguay","XA:6503","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",93.8,,
"URY","Uruguay","XA:6503","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2017",94.5,,
"USA","United States","XA:6618","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2018",83.8,,
"USA","United States","XA:6618","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2016",76.1,,
"UZB","Uzbekistan","XA:6419","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",42.7,,
"VCT","Saint Vincent and the Grenadines","XA:6620","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",41.6,,
"VEN","Venezuela, Bolivarian Republic of","XA:6505","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2017",54.2,,
"VIR","United States Virgin Islands","XA:15904","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",72.1,,
"VNM","Viet Nam","XA:6624","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",38.8,,
"VNM","Viet Nam","XA:6624","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2019",38,,
"VNM","Viet Nam","XA:6624","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2016",37.9,,
"VUT","Vanuatu","XA:6507","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",57.4,,
